time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453150000	2.09269	16.5332	4.87023	4.0484	0.404287	radar	0	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93133	16.3041	4.93038	4.07252	0.406964	lidar	0	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.78898	16.1274	4.82786	4.08679	0.398871	radar	0	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5861	15.9573	4.87623	4.08149	0.374641	lidar	0	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44581	15.7275	5.01985	4.11069	0.388264	radar	0	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26959	15.5065	5.0812	4.12132	0.379155	lidar	0	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12022	15.3137	5.02518	4.13197	0.369792	radar	0	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.90535	15.0898	5.13716	4.12755	0.346762	lidar	0	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.77705	14.9114	4.97606	4.13836	0.337276	radar	0	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.672226	14.7016	4.94188	4.16447	0.346386	lidar	0	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.550376	14.461	5.05935	4.19117	0.35796	radar	0	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.3739	14.2352	5.12696	4.19276	0.341761	lidar	0	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.234215	13.9821	5.30807	4.21401	0.349759	radar	0	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.215916	13.7385	5.20327	4.26856	0.386018	lidar	0	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.101834	13.4949	5.28128	4.28901	0.388913	radar	0	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0607397	13.2581	5.33212	4.28866	0.369463	lidar	0	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.172754	13.0421	5.19441	4.29887	0.358548	radar	0	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.177466	12.8248	5.06948	4.34716	0.389183	lidar	0	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285855	12.6	4.96446	4.35601	0.376068	radar	0	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.40178	12.3656	4.99386	4.36398	0.365315	lidar	0	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.510791	12.1577	4.92304	4.36862	0.35101	radar	0	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.588176	11.9433	4.89352	4.38529	0.3506	lidar	0	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.701069	11.714	4.89129	4.38886	0.336072	radar	0	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.890981	11.4647	5.00604	4.36621	0.296672	lidar	0	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.97311	11.2436	4.8621	4.3766	0.288592	radar	0	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.14803	11.0137	4.9389	4.35569	0.253798	lidar	0	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.23304	10.7683	5.04587	4.37235	0.260457	radar	0	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.36869	10.5096	5.1212	4.36794	0.242875	lidar	0	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.46286	10.2465	5.21174	4.3805	0.244633	radar	0	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.56184	10.0362	5.16796	4.3835	0.236361	lidar	0	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.64223	9.81099	5.08148	4.39225	0.231719	radar	0	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72096	9.59243	5.04563	4.40171	0.230127	lidar	0	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.83435	9.33842	5.14803	4.40216	0.220784	radar	0	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.92789	9.04	5.24584	4.41187	0.218359	lidar	0	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.00339	8.82326	5.10608	4.4171	0.210037	radar	0	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.10492	8.56955	5.1449	4.41795	0.200374	lidar	0	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2304	8.31451	5.18193	4.40875	0.180414	radar	0	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.28044	8.08446	5.13143	4.42607	0.188916	lidar	0	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.33452	7.87892	5.01928	4.43752	0.1904	radar	0	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.45339	7.62426	5.08507	4.42905	0.172498	lidar	0	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.59868	7.39352	5.00196	4.40366	0.133322	radar	0	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.70892	7.13468	5.06702	4.39901	0.121806	lidar	0	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.77275	6.90394	5.0696	4.4111	0.129803	radar	0	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.81404	6.70238	4.96931	4.42682	0.139659	lidar	0	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.86293	6.49164	4.80004	4.43395	0.134574	radar	0	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.92352	6.25646	4.80318	4.44268	0.136422	lidar	0	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.04431	6.00617	4.90038	4.43017	0.117713	radar	0	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1376	5.72407	5.00734	4.42966	0.11042	lidar	0	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.24234	5.47972	4.95308	4.41579	0.0843219	radar	0	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.34562	5.21185	5.04108	4.41061	0.0745455	lidar	0	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.41932	4.96636	5.06181	4.41602	0.0772145	radar	0	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.54338	4.67631	5.20661	4.40495	0.0619792	lidar	0	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.65422	4.42248	5.17254	4.38852	0.0339986	radar	0	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.79385	4.14009	5.31167	4.37292	0.0171101	lidar	0	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.87844	3.90038	5.30202	4.37666	0.0225931	radar	0	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.94617	3.67424	5.22895	4.3824	0.0270425	lidar	0	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04239	3.47652	5.0976	4.36905	0.00581649	radar	0	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13277	3.2323	5.11254	4.36825	0.00482279	lidar	0	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25459	2.96992	5.17665	4.35274	-0.0170847	radar	0	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.34741	2.69056	5.26076	4.35487	-0.014309	lidar	0	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.43702	2.44052	5.26692	4.3557	-0.0124257	radar	0	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5445	2.17018	5.33975	4.35307	-0.0137651	lidar	0	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65438	1.93458	5.32437	4.33449	-0.0442901	radar	0	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77282	1.65285	5.42813	4.33086	-0.0444032	lidar	0	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89873	1.39504	5.48294	4.31647	-0.062408	radar	0	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95228	1.17514	5.34723	4.32294	-0.056074	lidar	0	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04576	0.967083	5.24567	4.31705	-0.0601125	radar	0	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10249	0.746565	5.14905	4.32244	-0.0545297	lidar	0	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.2028	0.436056	5.34304	4.32665	-0.0499292	radar	0	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27612	0.202409	5.2846	4.32902	-0.0467934	lidar	0	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.38603	-0.0268704	5.22374	4.32593	-0.0421134	radar	0	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.45654	-0.257028	5.17286	4.3291	-0.0384779	lidar	0	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.57323	-0.434564	5.08259	4.30763	-0.0633987	radar	0	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70509	-0.613815	4.99473	4.28589	-0.0833185	lidar	0	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.81908	-0.858368	5.14876	4.27305	-0.101344	radar	0	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.91794	-1.13148	5.22226	4.27905	-0.0886519	lidar	0	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.00905	-1.40474	5.28996	4.28655	-0.076205	radar	0	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.14639	-1.6122	5.24562	4.26829	-0.0915696	lidar	0	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28563	-1.87069	5.44898	4.25215	-0.111441	radar	0	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39549	-2.121	5.45304	4.2512	-0.106748	lidar	0	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.54269	-2.32602	5.3736	4.2318	-0.120742	radar	0	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.69213	-2.53388	5.33599	4.21235	-0.135173	lidar	0	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.84431	-2.75386	5.34979	4.19502	-0.147112	radar	0	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.94302	-3.01746	5.38072	4.2043	-0.129555	lidar	0	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07107	-3.23919	5.31134	4.19769	-0.128246	radar	0	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.19571	-3.42627	5.23126	4.18305	-0.138588	lidar	0	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.34236	-3.6784	5.2864	4.17854	-0.134726	radar	0	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.4962	-3.81035	5.1426	4.14439	-0.165903	lidar	0	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.6389	-4.02421	5.18301	4.13328	-0.170204	radar	0	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.79691	-4.24941	5.20982	4.12262	-0.171792	lidar	0	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.94722	-4.47008	5.21659	4.11404	-0.17139	radar	0	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.1136	-4.70516	5.26358	4.10518	-0.170714	lidar	0	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.2543	-4.8997	5.09769	4.09754	-0.16698	radar	0	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.38975	-5.11003	5.09139	4.0933	-0.162924	lidar	0	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53552	-5.27028	4.94473	4.07606	-0.171532	radar	0	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72402	-5.46856	4.98127	4.05612	-0.182402	lidar	0	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.88421	-5.66469	4.98575	4.04484	-0.184459	radar	0	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0411	-5.84665	4.96906	4.03178	-0.188605	lidar	0	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.17961	-5.99635	4.82831	4.01757	-0.193381	radar	0	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.34806	-6.09906	4.72853	3.98284	-0.220121	lidar	0	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.52447	-6.28497	4.79565	3.96923	-0.222826	radar	0	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67059	-6.48674	4.8131	3.96984	-0.210791	lidar	0	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.88866	-6.65974	4.96499	3.94213	-0.228847	radar	0	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0938	-6.82752	4.98593	3.91948	-0.239789	lidar	0	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2771	-6.99348	5.02148	3.90367	-0.244161	radar	0	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5115	-7.17849	5.09381	3.88108	-0.253648	lidar	0	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7127	-7.32655	5.0919	3.85872	-0.263606	radar	0	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9634	-7.49241	5.15774	3.83025	-0.278093	lidar	0	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1475	-7.63396	5.05561	3.81443	-0.280072	radar	0	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3026	-7.77818	4.99073	3.80803	-0.273217	lidar	0	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4937	-7.90832	4.93898	3.78907	-0.278707	radar	0	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.673	-8.00899	4.8667	3.76564	-0.288829	lidar	0	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8595	-8.12556	4.73026	3.7464	-0.293632	radar	0	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0723	-8.21509	4.70891	3.71417	-0.311107	lidar	0	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3011	-8.35026	4.91113	3.69542	-0.313938	radar	0	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5066	-8.43015	4.86109	3.66568	-0.328155	lidar	0	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7032	-8.52371	4.72077	3.6432	-0.334642	radar	0	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9859	-8.61466	4.80597	3.60308	-0.356882	lidar	0	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2348	-8.72238	4.92124	3.57991	-0.361429	radar	0	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.459	-8.76817	4.87801	3.54287	-0.380309	lidar	0	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6601	-8.82343	4.6876	3.51367	-0.391724	radar	0	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8969	-8.9204	4.72373	3.49538	-0.39021	lidar	0	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1546	-9.01271	4.92539	3.47636	-0.388069	radar	0	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3896	-9.11276	4.94112	3.46417	-0.380944	lidar	0	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6151	-9.18677	4.876	3.44498	-0.381712	radar	0	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9043	-9.1896	4.92784	3.39233	-0.41411	lidar	0	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1641	-9.2638	4.96427	3.37379	-0.411892	radar	0	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4417	-9.36515	5.04207	3.3646	-0.400497	lidar	0	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6759	-9.40329	4.89425	3.3375	-0.409491	radar	0	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9399	-9.47609	4.9429	3.32383	-0.402758	lidar	0	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1846	-9.49546	4.87962	3.29344	-0.413786	radar	0	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4359	-9.48811	4.88442	3.25625	-0.429719	lidar	0	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6439	-9.49912	4.78008	3.23214	-0.433306	radar	0	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9328	-9.47982	4.85886	3.19079	-0.452162	lidar	0	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1898	-9.53149	4.95158	3.18495	-0.434308	radar	0	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4556	-9.54181	4.98375	3.16242	-0.435079	lidar	0	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7099	-9.53739	4.93915	3.1356	-0.441465	radar	0	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9668	-9.50232	4.95695	3.10127	-0.453239	lidar	0	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.204	-9.47582	4.88091	3.07167	-0.461797	radar	0	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4043	-9.50893	4.80101	3.07095	-0.44029	lidar	0	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6417	-9.49495	4.86063	3.05384	-0.433557	radar	0	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.894	-9.47854	4.87802	3.03455	-0.431303	lidar	0	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1242	-9.4406	4.90116	3.01183	-0.430884	radar	0	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3733	-9.32537	4.93275	2.9598	-0.460073	lidar	0	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6011	-9.26031	4.84765	2.92707	-0.472103	radar	0	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.859	-9.136	4.91108	2.87711	-0.497381	lidar	0	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0954	-9.0399	4.92049	2.84122	-0.508128	radar	0	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2589	-9.15346	4.70442	2.88538	-0.441423	lidar	0	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4998	-9.10826	4.7624	2.87204	-0.431415	radar	0	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7235	-9.0104	4.77092	2.83857	-0.442724	lidar	0	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9668	-8.93088	4.78882	2.81396	-0.445955	radar	0	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1609	-8.86148	4.72785	2.79429	-0.443151	lidar	0	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3941	-8.77723	4.7256	2.77075	-0.445821	radar	0	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5824	-8.74825	4.63217	2.76856	-0.426347	lidar	0	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7658	-8.63047	4.48371	2.72702	-0.451318	radar	0	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9695	-8.54677	4.47662	2.70772	-0.448204	lidar	0	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1803	-8.44018	4.55691	2.68597	-0.444504	radar	0	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4183	-8.33068	4.62125	2.66402	-0.444683	lidar	0	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6057	-8.22462	4.56194	2.6391	-0.448864	radar	0	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8607	-7.97366	4.78255	2.57216	-0.491819	lidar	0	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0459	-7.84001	4.65892	2.53631	-0.510192	radar	0	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.65052	4.79666	2.49746	-0.523406	lidar	0	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4862	-7.50235	4.87099	2.47742	-0.51309	radar	0	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6519	-7.36012	4.82103	2.45205	-0.512551	lidar	0	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8438	-7.19612	4.85666	2.42612	-0.511802	radar	0	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9985	-7.1088	4.7217	2.42055	-0.492687	lidar	0	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.166	-6.93231	4.7038	2.38576	-0.504904	radar	0	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.338	-6.66878	4.84337	2.32986	-0.533784	lidar	0	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5033	-6.49772	4.78962	2.29994	-0.54198	radar	0	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5944	-6.3718	4.61661	2.27689	-0.537346	lidar	0	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7331	-6.18993	4.60466	2.24632	-0.541455	radar	0	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9233	-5.96787	4.7335	2.21777	-0.543484	lidar	0	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0536	-5.76464	4.74278	2.18543	-0.54793	radar	0	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1854	-5.5927	4.70173	2.16384	-0.542458	lidar	0	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3377	-5.40159	4.75858	2.1491	-0.525784	radar	0	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4861	-5.16469	4.84564	2.1188	-0.529856	lidar	0	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.615	-4.98486	4.84675	2.10801	-0.507805	radar	0	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7249	-4.8174	4.75928	2.08969	-0.50097	lidar	0	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8467	-4.60756	4.78815	2.06894	-0.493983	radar	0	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9617	-4.35359	4.86847	2.03587	-0.501987	lidar	0	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0728	-4.13551	4.8139	2.00101	-0.522653	radar	0	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1695	-3.83813	4.95805	1.95909	-0.537649	lidar	0	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2447	-3.60392	4.90488	1.91636	-0.563819	radar	0	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2763	-3.3392	4.92603	1.86913	-0.580904	lidar	0	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3261	-3.0953	4.90554	1.82686	-0.600131	radar	0	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3512	-2.86918	4.8558	1.78934	-0.606674	lidar	0	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
